"topic","model","history","story","sentence","sequentiality","knowledge","topicNumber"
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,1,0.2951171875,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,1,0.4720703125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,1,0.2951171875,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,1,0.4720703125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,1,0.2951171875,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,1,0.4720703125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,1,0.2951171875,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,1,0.4720703125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,1,0.75533447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,1,0.682568359375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,1,0.75533447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,1,0.682568359375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,1,0.75533447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,1,0.682568359375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,1,0.75533447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,1,0.682568359375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,1,0.978033447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,1,0.9322509765625,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,1,0.978033447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,1,0.9322509765625,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,1,0.978033447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,1,0.9322509765625,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,1,0.978033447265625,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,1,0.9322509765625,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,1,0.724102783203125,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,1,0.819561767578125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,1,0.724102783203125,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,1,0.819561767578125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,1,0.724102783203125,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,1,0.819561767578125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",8,9,1,0.724102783203125,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",8,9,1,0.819561767578125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",2,9,2,0.640097878196023,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",2,9,2,0.767899946732955,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",4,9,2,0.640097878196023,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",4,9,2,0.767899946732955,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",6,9,2,0.640097878196023,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",6,9,2,0.767899946732955,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",8,9,2,0.640097878196023,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",8,9,2,0.767899946732955,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,2,0.401544744318182,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,2,0.509188565340909,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,2,0.401544744318182,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,2,0.509188565340909,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,2,0.401544744318182,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,2,0.509188565340909,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,2,0.401544744318182,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,2,0.509188565340909,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,2,0.201027610085227,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,2,0.372403231534091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,2,0.201027610085227,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,2,0.372403231534091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,2,0.201027610085227,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,2,0.372403231534091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,2,0.201027610085227,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,2,0.372403231534091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,2,0.842910766601562,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,2,1.28775301846591,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,2,0.842910766601562,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,2,1.28775301846591,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,2,0.842910766601562,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,2,1.28775301846591,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,2,0.842910766601562,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,2,1.28775301846591,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,2,0.775321266867898,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,2,0.898204456676136,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,2,0.775321266867898,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,2,0.898204456676136,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,2,0.775321266867898,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,2,0.898204456676136,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",8,9,2,0.775321266867898,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",8,9,2,0.898204456676136,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",2,9,3,0.688148498535156,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",2,9,3,0.772925821940104,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",4,9,3,0.776606750488281,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",4,9,3,0.912308247884115,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",6,9,3,0.776606750488281,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",6,9,3,0.912308247884115,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",8,9,3,0.776606750488281,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",8,9,3,0.912308247884115,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,3,0.729630533854167,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,3,0.853635660807292,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,3,0.817159016927083,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,3,0.933510335286458,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,3,0.817159016927083,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,3,0.933510335286458,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,3,0.817159016927083,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,3,0.933510335286458,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,3,0.692365010579427,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,3,0.800935872395833,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,3,0.929022471110026,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,3,0.968236033121745,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,3,0.929022471110026,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,3,0.968236033121745,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,3,0.929022471110026,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,3,0.968236033121745,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,3,0.538497161865234,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,3,0.631236267089844,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,3,0.488298543294271,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,3,0.594414774576823,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,3,0.488298543294271,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,3,0.594414774576823,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,3,0.488298543294271,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,3,0.594414774576823,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,3,0.930364418029785,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,3,1.20278491973877,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,3,1.0320826848348,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,3,1.2323979695638,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,3,1.0320826848348,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,3,1.2323979695638,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",8,9,3,1.0320826848348,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",8,9,3,1.2323979695638,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",2,9,4,-0.205921519886364,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",2,9,4,-0.123934659090909,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",4,9,4,0.189763849431818,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",4,9,4,0.276189630681818,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",6,9,4,0.189763849431818,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",6,9,4,0.276189630681818,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",8,9,4,0.189763849431818,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",8,9,4,0.276189630681818,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,4,-0.189364346590909,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,4,0.001953125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,4,0.266246448863636,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,4,0.434659090909091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,4,0.266246448863636,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,4,0.434659090909091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,4,0.266246448863636,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,4,0.434659090909091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,4,0.271084872159091,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,4,0.459694602272727,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,4,0.438077059659091,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,4,0.662553267045455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,4,0.438077059659091,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,4,0.662553267045455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,4,0.438077059659091,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,4,0.662553267045455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,4,0.261430220170455,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,4,0.328835227272727,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,4,0.817271839488636,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,4,1.03311434659091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,4,0.817271839488636,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,4,1.03311434659091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,4,0.817271839488636,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,4,1.03311434659091,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,4,0.675914417613636,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,4,1.06227805397727,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,4,1.21488813920455,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,4,1.16410688920455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,4,1.21488813920455,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,4,1.16410688920455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",8,9,4,1.21488813920455,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",8,9,4,1.16410688920455,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",2,9,5,0.852774483816964,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",2,9,5,1.16010393415179,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",4,9,5,0.851422991071429,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",4,9,5,1.12601143973214,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",6,9,5,0.8973388671875,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",6,9,5,1.17157854352679,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",8,9,5,0.8973388671875,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",8,9,5,1.17157854352679,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,5,0.671940104166667,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,5,0.652197265625,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,5,0.736140950520833,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,5,0.713850911458333,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,5,0.775651041666667,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,5,0.763557942708333,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,5,0.775651041666667,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,5,0.763557942708333,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,5,0.620814732142857,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,5,0.664167131696429,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,5,0.547712053571429,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,5,0.660958426339286,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,5,0.714024135044643,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,5,0.760288783482143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,5,0.714024135044643,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,5,0.760288783482143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,5,0.915575299944196,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,5,0.985970633370536,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,5,0.740282331194196,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,5,0.977530343191964,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,5,0.844205583844866,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,5,0.894522530691964,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,5,0.844205583844866,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,5,0.894522530691964,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,5,0.894834245954241,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,5,0.533708844866071,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,5,0.916994367327009,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,5,0.585532052176339,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,5,0.80289786202567,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,5,0.469338553292411,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",8,9,5,0.80289786202567,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",8,9,5,0.469338553292411,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",2,9,6,0.296037946428571,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",2,9,6,0.456194196428571,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",4,9,6,0.5859375,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",4,9,6,0.755301339285714,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",6,9,6,0.592912946428571,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",6,9,6,0.773716517857143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","SakanaAI/TinySwallow-1.5B-Instruct",8,9,6,0.592912946428571,"naive",21
"A short story about two coworkers creating a mural of themselves","SakanaAI/TinySwallow-1.5B-Instruct",8,9,6,0.773716517857143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",2,9,6,0.445870535714286,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",2,9,6,0.244977678571429,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",4,9,6,0.487723214285714,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",4,9,6,0.365513392857143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",6,9,6,0.572823660714286,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",6,9,6,0.463727678571429,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","openai-community/gpt2-xl",8,9,6,0.572823660714286,"naive",21
"A short story about two coworkers creating a mural of themselves","openai-community/gpt2-xl",8,9,6,0.463727678571429,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",2,9,6,1.29436383928571,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",2,9,6,1.125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",4,9,6,1.24386160714286,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",4,9,6,1.37779017857143,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",6,9,6,1.31501116071429,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",6,9,6,1.375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","allenai/OLMo-2-1124-13B",8,9,6,1.31501116071429,"naive",21
"A short story about two coworkers creating a mural of themselves","allenai/OLMo-2-1124-13B",8,9,6,1.375,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",2,9,6,1.08816964285714,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",2,9,6,1.08147321428571,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",4,9,6,1.29743303571429,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",4,9,6,1.35770089285714,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",6,9,6,1.44308035714286,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",6,9,6,1.46819196428571,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","meta-llama/Llama-3.1-8B-Instruct",8,9,6,1.44308035714286,"naive",21
"A short story about two coworkers creating a mural of themselves","meta-llama/Llama-3.1-8B-Instruct",8,9,6,1.46819196428571,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",2,9,6,0.557477678571429,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",2,9,6,0.360491071428571,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",4,9,6,0.865513392857143,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",4,9,6,0.578125,"clairvoyant",20
"A short story about two coworkers playing with post-it notes","Qwen/Qwen2.5-7B-Instruct",6,9,6,0.744977678571429,"naive",21
"A short story about two coworkers creating a mural of themselves","Qwen/Qwen2.5-7B-Instruct",6,9,6,0.612723214285714,"clairvoyant",20
