topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,12,1.2978515625,-20.1669921875,-33.1875
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,12,1.038525390625,-44.66015625,-40.3125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,12,1.236669921875,-27.5400390625,-34.729736328125
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,12,0.9574716741388495,-22.69287109375,-32.205078125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,12,1.0056880604137073,-10.3486328125,-20.91796875
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,12,0.9542770385742188,-23.627197265625,-37.4814453125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,12,1.0047094171697444,-14.8011474609375,-19.1007080078125
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,12,0.8982634110884233,-14.66943359375,-30.45263671875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,12,0.9344080144708807,-22.29296875,-42.8359375
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,12,0.7963395552201704,-32.618377685546875,-35.5025634765625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,12,0.8255573619495739,-25.7880859375,-35.15625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,12,0.54462890625,-16.6953125,-26.7421875
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,12,0.72236328125,-33.231201171875,-42.89453125
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,12,0.966796875,-29.107421875,-38.2109375
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,12,1.0717041015625,-21.2574462890625,-33.056640625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,12,0.932763671875,-23.82470703125,-30.00390625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,12,1.08485107421875,-27.0576171875,-44.51171875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,12,0.976611328125,-43.478515625,-57.55859375
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,12,1.13291015625,-19.69140625,-31.4599609375
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,12,0.7025390625,-44.1015625,-39.29296875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,12,0.97333984375,-25.778564453125,-34.544677734375
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,12,0.617578125,-20.98876953125,-29.31640625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,12,0.9103515625,-10.97265625,-20.90625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,12,0.70107421875,-22.420166015625,-32.76416015625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,12,0.95283203125,-13.5341796875,-19.7430419921875
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,12,0.49912109375,-13.35595703125,-29.260009765625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,12,0.778515625,-23.1787109375,-42.04296875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,12,1.0751953125,-30.540496826171875,-32.294189453125
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,12,1.3927734375,-25.5380859375,-31.140625
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,12,1.1862548828125,-16.41796875,-25.6640625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,12,1.56865234375,-36.7105712890625,-41.91796875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,12,1.1613037109375,-28.630859375,-35.6416015625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,12,1.572314453125,-22.1962890625,-32.689453125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,12,0.9270263671875,-23.85888671875,-25.14404296875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,12,1.24248046875,-30.37109375,-43.59375
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,13,1.0290305397727273,-44.041015625,-55.34765625
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,13,1.17138671875,-20.21337890625,-33.1875
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,13,1.275390625,-44.66015625,-40.3125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,13,1.4387428977272727,-27.5400390625,-34.729736328125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,13,1.1549627130681819,-22.69287109375,-32.205078125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,13,1.3462801846590908,-10.3486328125,-20.91796875
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,13,1.1911399147727273,-23.627197265625,-37.4814453125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,13,1.3748668323863635,-13.0408935546875,-19.1007080078125
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,13,1.1905184659090908,-12.890380859375,-30.45263671875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,13,1.2966086647727273,-22.623046875,-42.8359375
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,13,1.3853870738636365,-30.42535400390625,-35.5025634765625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,13,1.4722123579545454,-25.798828125,-35.15625
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,13,1.4127308238636365,-16.82421875,-26.7421875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,13,1.4872159090909092,-36.4432373046875,-42.89453125
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,13,1.4641335227272727,-28.6826171875,-38.2109375
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,13,1.5512251420454546,-21.596923828125,-33.056640625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,13,1.1834161931818181,-23.1005859375,-30.00390625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,13,1.3015358664772727,-28.81640625,-44.51171875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,13,1.1840376420454546,-43.427734375,-57.55859375
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,13,1.3303666548295454,-19.0205078125,-31.4599609375
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,13,1.2605646306818181,-44.1015625,-39.29296875
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,13,1.3998135653409092,-25.778564453125,-34.544677734375
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,13,1.3340731534090908,-20.98876953125,-29.31640625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,13,1.47509765625,-10.97265625,-20.90625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,13,0.9747869318181818,-22.420166015625,-32.76416015625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,13,1.1354758522727273,-13.5341796875,-19.7430419921875
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,13,0.9393865411931818,-13.35595703125,-29.260009765625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,13,1.0726540305397727,-22.1181640625,-42.04296875
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,13,0.9539240056818182,-28.378448486328125,-32.294189453125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,13,1.0417924360795454,-26.564453125,-31.140625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,13,0.9284224076704546,-16.734375,-25.6640625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,13,0.9992897727272727,-35.89599609375,-41.91796875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,13,0.72314453125,-30.650390625,-35.6416015625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,13,0.8525612571022727,-22.476806640625,-32.689453125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,13,0.9106001420454546,-23.84130859375,-25.14404296875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,13,1.0275213068181819,-30.5390625,-43.59375
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,13,1.0133611505681819,-43.912109375,-55.34765625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,13,1.1042258522727273,-21.66357421875,-33.1875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,13,1.1018732244318181,-44.66015625,-40.3125
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,13,1.1829279119318181,-27.5400390625,-34.729736328125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,14,-0.12646484375,-22.69287109375,-32.205078125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,14,0.261474609375,-10.3486328125,-20.91796875
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,14,0.24560546875,-23.627197265625,-37.4814453125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,14,0.6690562855113636,-13.0408935546875,-19.1007080078125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,14,0.26094193892045453,-12.890380859375,-30.45263671875
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,14,0.7310680042613636,-21.33203125,-42.8359375
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,14,0.3698952414772727,-28.204559326171875,-35.5025634765625
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,14,0.8196022727272727,-26.8369140625,-35.15625
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,14,0.2857444069602273,-17.23828125,-26.7421875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,14,0.36201615767045453,-35.379638671875,-42.89453125
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,14,0.260986328125,-30.42578125,-38.2109375
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,14,0.322021484375,-22.064453125,-33.056640625
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,14,0.29350142045454547,-23.36962890625,-30.00390625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,14,0.3597966974431818,-30.845703125,-44.51171875
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,14,0.3999911221590909,-42.93359375,-57.55859375
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,14,0.46961558948863635,-19.5927734375,-31.4599609375
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,14,0.4826438210227273,-41.15625,-40.1953125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,14,0.7648370916193182,-21.306640625,-35.515625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,14,0.17620294744318182,-17.39794921875,-32.88671875
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,14,0.4587069424715909,-12.36328125,-25.15234375
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,14,0.4917879971590909,-24.250732421875,-34.4283447265625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,14,0.7422096946022727,-14.6611328125,-18.6591796875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,14,0.5992320667613636,-10.48583984375,-28.44970703125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,14,0.8868075284090909,-24.2578125,-44.75390625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,14,0.2849343039772727,-33.0338134765625,-40.63330078125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,14,0.6631303267045454,-22.3046875,-34.3203125
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,14,0.08465021306818182,-17.75390625,-29.890625
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,14,0.5617453835227273,-28.947265625,-43.69140625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,14,0.11683238636363637,-26.4873046875,-37.2392578125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,14,0.6275745738636364,-22.98583984375,-30.9404296875
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,14,0.11843039772727272,-25.3756103515625,-27.616455078125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,14,0.6031161221590909,-23.66796875,-40.3212890625
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,14,0.20371315696022727,-47.1533203125,-60.29296875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,14,0.5067360617897727,-22.9560546875,-36.6103515625
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,14,0.43269486860795453,-42.41015625,-42.60546875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,14,0.7134454900568182,-21.888671875,-36.8564453125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,14,0.5403941761363636,-18.798828125,-37.1953125
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,14,0.8722700639204546,-13.099609375,-25.548828125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,14,0.5164351029829546,-26.099365234375,-41.477294921875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,14,0.8557239879261364,-14.6376953125,-18.63592529296875
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,15,1.58837890625,-10.0947265625,-29.712890625
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,15,1.591796875,-23.3359375,-44.55078125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,15,1.57470703125,-32.936767578125,-41.87567138671875
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,15,1.626953125,-23.21484375,-37.978515625
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,15,1.61181640625,-17.7890625,-30.7578125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,15,1.6953125,-28.119140625,-43.30078125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,15,1.57568359375,-27.28515625,-41.212890625
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,15,1.6337890625,-22.815185546875,-32.193359375
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,15,2.23828125,-25.5953369140625,-31.16943359375
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,15,2.18505859375,-22.7353515625,-41.3681640625
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,15,2.34228515625,-45.1513671875,-61.6328125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,15,2.29150390625,-21.92724609375,-37.35205078125
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,15,2.3212890625,-41.15625,-40.1953125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,15,2.24169921875,-21.306640625,-35.515625
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,15,2.27880859375,-17.39794921875,-32.88671875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,15,2.2109375,-13.75,-25.15234375
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,15,2.4281005859375,-23.98583984375,-34.4283447265625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,15,2.728759765625,-12.875,-18.6591796875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,15,2.6407470703125,-11.09765625,-28.44970703125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,15,2.994140625,-24.552734375,-44.75390625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,15,2.75048828125,-32.002197265625,-40.63330078125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,15,3.12109375,-22.982421875,-34.3203125
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,15,2.7783203125,-17.51171875,-29.890625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,15,3.1239013671875,-29.056640625,-43.69140625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,15,1.765380859375,-25.376708984375,-37.2392578125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,15,2.091552734375,-20.923828125,-30.9404296875
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,15,1.755615234375,-22.8568115234375,-27.616455078125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,15,2.1817626953125,-23.08935546875,-40.3212890625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,15,1.65283203125,-45.29296875,-60.29296875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,15,1.9619140625,-16.522216796875,-36.6103515625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,15,1.6318359375,-42.41015625,-42.60546875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,15,1.708251953125,-21.888671875,-36.8564453125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,15,2.0816650390625,-18.798828125,-37.1953125
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,15,2.3291015625,-13.970703125,-25.548828125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,15,2.15399169921875,-25.300048828125,-41.477294921875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,15,2.318115234375,-13.82080078125,-18.63592529296875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,15,2.1365966796875,-10.60205078125,-29.712890625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,15,2.4349365234375,-24.44140625,-44.55078125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,15,2.308837890625,-32.0633544921875,-41.87567138671875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,15,2.5755615234375,-23.8359375,-37.978515625
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,16,0.9962565104166666,-17.21484375,-30.7578125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,16,0.9075520833333334,-28.25390625,-43.30078125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,16,1.0016276041666667,-25.5263671875,-41.212890625
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,16,0.9611002604166666,-20.890625,-32.193359375
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,16,1.0009765625,-23.321533203125,-31.16943359375
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,16,0.9724934895833334,-22.8232421875,-41.3681640625
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,16,0.9755859375,-43.91015625,-61.6328125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,16,0.9871419270833334,-15.5252685546875,-37.35205078125
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,16,1.3359375,-41.15625,-40.1953125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,16,1.3963216145833333,-21.306640625,-35.515625
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,16,1.0511067708333333,-17.39794921875,-32.88671875
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,16,1.13818359375,-13.75,-25.15234375
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,16,0.9957682291666666,-23.98583984375,-34.4283447265625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,16,1.0670572916666667,-12.03759765625,-18.6591796875
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,16,0.9449869791666666,-10.763671875,-28.44970703125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,16,1.0323893229166667,-25.9453125,-44.75390625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,16,1.6735026041666667,-29.72076416015625,-40.63330078125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,16,1.61865234375,-23.34619140625,-34.3203125
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,16,1.5460611979166667,-17.79296875,-29.890625
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,16,1.5556640625,-29.7236328125,-43.69140625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,16,1.4845377604166667,-25.626220703125,-37.2392578125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,16,1.4127604166666667,-19.79345703125,-30.9404296875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,16,1.6243489583333333,-21.672119140625,-27.616455078125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,16,1.5328776041666667,-23.228515625,-40.3212890625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,16,0.9171549479166666,-46.203125,-60.29296875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,16,1.153076171875,-15.38720703125,-36.6103515625
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,16,0.9275716145833334,-42.41015625,-42.60546875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,16,1.17333984375,-21.888671875,-36.8564453125
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,16,0.9422200520833334,-18.798828125,-37.1953125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,16,1.1775716145833333,-13.970703125,-25.548828125
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,16,0.9529622395833334,-25.300048828125,-41.477294921875
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,16,1.21875,-13.1259765625,-18.63592529296875
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,16,1.094970703125,-10.107421875,-29.712890625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,16,1.3734537760416667,-25.8359375,-44.55078125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,16,1.25,-29.86956787109375,-41.87567138671875
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,16,1.4768880208333333,-23.9208984375,-37.978515625
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,16,1.1741536458333333,-18.0234375,-30.7578125
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,16,1.3877766927083333,-30.0322265625,-43.30078125
A short story about a man lost in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,16,1.1422526041666667,-25.48974609375,-41.212890625
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,16,1.4064534505208333,-20.046875,-32.193359375
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,17,0.9016927083333334,-21.574462890625,-31.16943359375
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,17,1.1543782552083333,-21.888671875,-41.3681640625
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,17,1.2158203125,-44.9794921875,-61.6328125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,17,1.3688761393229167,-14.611083984375,-37.35205078125
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,17,1.2634684244791667,-41.15625,-40.1953125
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,17,1.4732869466145833,-21.306640625,-35.515625
A short story about a man lost in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,17,1.3134816487630208,-17.39794921875,-32.88671875
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,17,1.473358154296875,-13.75,-25.15234375
A short story about a man lost in a strange village,openai-community/gpt2-xl,2,7,17,1.0428873697916667,-23.98583984375,-34.4283447265625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,17,1.083984375,-12.03759765625,-18.6591796875
A short story about a man lost in a strange village,openai-community/gpt2-xl,4,7,17,1.5968831380208333,-10.763671875,-28.44970703125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,17,1.6752217610677083,-24.658203125,-44.75390625
A short story about a man lost in a strange village,openai-community/gpt2-xl,6,7,17,1.6104532877604167,-27.98736572265625,-40.63330078125
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,17,1.6919352213541667,-24.34765625,-34.3203125
A short story about a man lost in a strange village,openai-community/gpt2-xl,8,7,17,1.6124674479166667,-18.271484375,-29.890625
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,17,1.697998046875,-29.79296875,-43.69140625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,2,7,17,0.7486165364583334,-27.968994140625,-37.2392578125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,17,0.8624674479166666,-18.81982421875,-30.9404296875
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,4,7,17,1.3162638346354167,-21.9356689453125,-27.616455078125
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,17,1.3744710286458333,-21.8505859375,-40.3212890625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,6,7,17,1.4533487955729167,-46.5859375,-60.29296875
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,17,1.51641845703125,-15.20458984375,-36.6103515625
A short story about a man lost in a strange village,allenai/OLMo-2-1124-13B,8,7,17,1.4627888997395833,-42.41015625,-42.60546875
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,17,1.4702555338541667,-21.888671875,-36.8564453125
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,17,0.3430989583333333,-18.798828125,-37.1953125
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,17,0.3788248697916667,-13.970703125,-25.548828125
A short story about a man lost in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,17,1.0850423177083333,-25.300048828125,-41.477294921875
