,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance
4991,A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,16,1.21875,-13.1259765625,-18.63592529296875,clairvoyant,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4992,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,2,7,16,1.481689453125,-10.107421875,-29.712890625,naive,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4993,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,16,1.3734537760416667,-25.8359375,-44.55078125,clairvoyant,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4994,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,4,7,16,1.5161946614583333,-29.86956787109375,-41.87567138671875,naive,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4995,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,16,1.4768880208333333,-23.9208984375,-37.978515625,clairvoyant,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4996,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,6,7,16,1.5896809895833333,-18.0234375,-30.7578125,naive,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4997,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,16,1.3877766927083333,-30.0322265625,-43.30078125,clairvoyant,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4998,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,8,7,16,1.5980224609375,-25.48974609375,-41.212890625,naive,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
4999,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,16,1.4064534505208333,-20.046875,-32.193359375,clairvoyant,124,8.0,6.75,8.0,8.5,7.5,8.0,8.5,6.0,8.0,4.5,8.0,6.75
5000,A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,2,7,17,0.998046875,-21.574462890625,-31.16943359375,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5001,A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,17,1.1543782552083333,-21.888671875,-41.3681640625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5002,A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,4,7,17,1.5298258463541667,-44.9794921875,-61.6328125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5003,A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,17,1.3688761393229167,-14.611083984375,-37.35205078125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5004,A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,6,7,17,1.5775553385416667,-41.125,-38.19140625,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5005,A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,17,1.4732869466145833,-23.87890625,-30.68603515625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5006,A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,8,7,17,1.5703226725260415,-17.86572265625,-31.6796875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5007,A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,17,1.473358154296875,-14.767578125,-25.556640625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5008,A short story titled 'The Prisoner',openai-community/gpt2-xl,2,7,17,0.9679361979166666,-24.84130859375,-36.1824951171875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5009,A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,17,1.083984375,-16.67529296875,-28.24462890625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5010,A short story titled 'The Prisoner',openai-community/gpt2-xl,4,7,17,1.7213541666666667,-10.57080078125,-30.8203125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5011,A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,17,1.6752217610677085,-21.99609375,-42.015625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5012,A short story titled 'The Prisoner',openai-community/gpt2-xl,6,7,17,1.6897379557291667,-29.965484619140625,-37.327880859375,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5013,A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,17,1.6919352213541667,-21.5595703125,-31.677734375,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5014,A short story titled 'The Prisoner',openai-community/gpt2-xl,8,7,17,1.6988525390625,-16.9150390625,-26.0078125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5015,A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,17,1.697998046875,-29.775390625,-46.3515625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5016,A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,2,7,17,0.7176106770833334,-28.8525390625,-44.7158203125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5017,A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,17,0.8624674479166666,-17.411865234375,-35.3916015625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5018,A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,4,7,17,1.506103515625,-22.60546875,-33.4130859375,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5019,A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,17,1.3744710286458333,-22.2861328125,-46.947265625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5020,A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,6,7,17,1.6575520833333333,-47.29248046875,-66.46875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5021,A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,17,1.51641845703125,-14.707275390625,-31.978515625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5022,A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,8,7,17,1.572998046875,-42.41015625,-42.60546875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5023,A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,17,1.4702555338541667,-21.888671875,-36.8564453125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5024,A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,2,7,17,0.3821614583333333,-18.798828125,-37.1953125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5025,A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,17,0.3788248697916667,-13.970703125,-25.548828125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5026,A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,4,7,17,1.408935546875,-25.300048828125,-41.477294921875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5027,A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,17,0.980712890625,-13.1259765625,-18.63592529296875,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5028,A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,6,7,17,1.6373291015625,-10.107421875,-29.712890625,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5029,A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,17,1.03662109375,-24.7578125,-44.55078125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5030,A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,8,7,17,1.5411783854166667,-28.3428955078125,-41.87567138671875,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5031,A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,17,0.9889322916666666,-24.72412109375,-37.978515625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5032,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,2,7,17,0.5533854166666666,-18.58984375,-30.7578125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5033,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,17,1.285400390625,-28.794921875,-43.30078125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5034,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,4,7,17,1.3096516927083333,-28.7880859375,-41.212890625,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5035,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,17,1.8188985188802085,-19.18115234375,-32.193359375,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5036,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,6,7,17,1.38946533203125,-21.7564697265625,-31.16943359375,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5037,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,17,1.89508056640625,-20.763671875,-41.3681640625,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5038,A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,8,7,17,1.43927001953125,-44.75537109375,-61.6328125,naive,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5039,A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,17,1.90863037109375,-14.448486328125,-37.35205078125,clairvoyant,125,3.6666666666666665,,5.0,5.0,1.0,,,,,,3.6666666666666665,
5040,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,2,8,0,-0.186328125,-43.86328125,-42.0,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5041,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,2,8,0,-0.2841796875,-23.405078887939453,-31.964096069335938,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5042,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,4,8,0,-0.186328125,-18.32269287109375,-33.5048828125,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5043,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,4,8,0,-0.2841796875,-30.47216796875,-40.861328125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5044,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,6,8,0,-0.186328125,-18.826171875,-30.478515625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5045,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,6,8,0,-0.2841796875,-50.1746826171875,-57.3876953125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5046,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,8,8,0,-0.186328125,-30.890625,-36.9765625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5047,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,8,8,0,-0.2841796875,-27.384765625,-33.267578125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5048,A short story titled 'The Black Hole',openai-community/gpt2-xl,2,8,0,-0.43515625,-18.68701171875,-33.1484375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5049,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,2,8,0,-0.6390625,-21.1162109375,-26.921875,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5050,A short story titled 'The Black Hole',openai-community/gpt2-xl,4,8,0,-0.43515625,-34.091796875,-38.509521484375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5051,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,4,8,0,-0.6390625,-36.146270751953125,-45.99676513671875,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5052,A short story titled 'The Black Hole',openai-community/gpt2-xl,6,8,0,-0.43515625,-28.80078125,-34.25390625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5053,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,6,8,0,-0.6390625,-65.7252197265625,-68.4986572265625,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5054,A short story titled 'The Black Hole',openai-community/gpt2-xl,8,8,0,-0.43515625,-47.671875,-52.1640625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5055,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,8,8,0,-0.6390625,-33.96630859375,-39.314453125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5056,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,2,8,0,0.47841796875,-36.3046875,-54.5703125,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5057,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,2,8,0,0.099365234375,-43.14453125,-40.302734375,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5058,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,4,8,0,0.47841796875,-23.98318099975586,-33.695159912109375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5059,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,4,8,0,0.099365234375,-19.148345947265625,-31.1220703125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5060,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,6,8,0,0.47841796875,-32.8896484375,-44.1484375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5061,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,6,8,0,0.099365234375,-17.85107421875,-31.8837890625,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5062,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,8,8,0,0.47841796875,-49.76220703125,-56.50390625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5063,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,8,8,0,0.099365234375,-30.6318359375,-39.8837890625,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5064,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,2,8,0,-0.2310546875,-31.046875,-38.5234375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5065,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,2,8,0,-0.331787109375,-15.34765625,-32.1875,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5066,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,4,8,0,-0.2310546875,-20.7685546875,-28.875,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5067,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,4,8,0,-0.331787109375,-35.53955078125,-40.41162109375,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5068,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,6,8,0,-0.2310546875,-33.93878173828125,-39.93206787109375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5069,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,6,8,0,-0.331787109375,-27.0703125,-36.50390625,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5070,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,8,8,0,-0.2310546875,-70.416748046875,-74.2408447265625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5071,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,8,8,0,-0.331787109375,-40.859375,-48.66015625,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5072,A short story titled 'The Black Hole',Qwen/Qwen2.5-7B-Instruct,2,8,0,-0.265087890625,-36.72607421875,-40.40234375,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5073,A short story about a man getting trapped in a safe,Qwen/Qwen2.5-7B-Instruct,2,8,0,-0.003125,-30.876953125,-41.49609375,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5074,A short story titled 'The Black Hole',Qwen/Qwen2.5-7B-Instruct,4,8,0,-0.265087890625,-43.86328125,-42.0,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5075,A short story about a man getting trapped in a safe,Qwen/Qwen2.5-7B-Instruct,4,8,0,-0.003125,-23.405078887939453,-31.964096069335938,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5076,A short story titled 'The Black Hole',Qwen/Qwen2.5-7B-Instruct,6,8,0,-0.265087890625,-18.32269287109375,-33.5048828125,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5077,A short story about a man getting trapped in a safe,Qwen/Qwen2.5-7B-Instruct,6,8,0,-0.003125,-29.55078125,-40.861328125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5078,A short story titled 'The Black Hole',Qwen/Qwen2.5-7B-Instruct,8,8,0,-0.265087890625,-15.1953125,-30.478515625,naive,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5079,A short story about a man getting trapped in a safe,Qwen/Qwen2.5-7B-Instruct,8,8,0,-0.003125,-46.43650817871094,-57.3876953125,clairvoyant,126,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5080,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,2,8,1,0.7780924710360441,-27.87451171875,-36.9765625,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5081,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,2,8,1,0.8829071738503196,-17.515625,-33.267578125,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5082,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,4,8,1,0.7780924710360441,-15.3701171875,-33.1484375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5083,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,4,8,1,0.8829071738503196,-21.8564453125,-26.921875,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5084,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,6,8,1,0.7780924710360441,-25.4329833984375,-38.509521484375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5085,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,6,8,1,0.8829071738503196,-37.502685546875,-45.99676513671875,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5086,A short story titled 'The Black Hole',SakanaAI/TinySwallow-1.5B-Instruct,8,8,1,0.7780924710360441,-23.798828125,-34.25390625,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5087,A short story about a man getting trapped in a safe,SakanaAI/TinySwallow-1.5B-Instruct,8,8,1,0.8829071738503196,-64.064208984375,-68.4986572265625,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5088,A short story titled 'The Black Hole',openai-community/gpt2-xl,2,8,1,0.6860555013020834,-42.34375,-52.1640625,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5089,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,2,8,1,0.7411053975423177,-34.689453125,-39.314453125,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5090,A short story titled 'The Black Hole',openai-community/gpt2-xl,4,8,1,0.6860555013020834,-35.9765625,-54.5703125,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5091,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,4,8,1,0.7411053975423177,-43.14453125,-40.302734375,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5092,A short story titled 'The Black Hole',openai-community/gpt2-xl,6,8,1,0.6860555013020834,-23.98318099975586,-33.695159912109375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5093,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,6,8,1,0.7411053975423177,-19.148345947265625,-31.1220703125,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5094,A short story titled 'The Black Hole',openai-community/gpt2-xl,8,8,1,0.6860555013020834,-30.75244140625,-44.1484375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5095,A short story about a man getting trapped in a safe,openai-community/gpt2-xl,8,8,1,0.7411053975423177,-16.078125,-31.8837890625,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5096,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,2,8,1,0.5198308771306818,-44.67317199707031,-56.50390625,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5097,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,2,8,1,0.4351335005326704,-26.84521484375,-39.8837890625,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5098,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,4,8,1,0.5198308771306818,-19.080078125,-38.5234375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5099,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,4,8,1,0.4351335005326704,-14.5146484375,-32.1875,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5100,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,6,8,1,0.5198308771306818,-22.2490234375,-28.875,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5101,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,6,8,1,0.4351335005326704,-25.63671875,-40.41162109375,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5102,A short story titled 'The Black Hole',allenai/OLMo-2-1124-13B,8,8,1,0.5198308771306818,-36.68157958984375,-39.93206787109375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5103,A short story about a man getting trapped in a safe,allenai/OLMo-2-1124-13B,8,8,1,0.4351335005326704,-23.33203125,-36.50390625,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5104,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,2,8,1,0.5034921819513495,-68.8863525390625,-74.2408447265625,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5105,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,2,8,1,0.6907775185324929,-37.78515625,-48.66015625,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5106,A short story titled 'The Black Hole',meta-llama/Llama-3.1-8B-Instruct,4,8,1,0.5034921819513495,-36.286376953125,-40.40234375,naive,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
5107,A short story about a man getting trapped in a safe,meta-llama/Llama-3.1-8B-Instruct,4,8,1,0.6907775185324929,-29.2138671875,-41.49609375,clairvoyant,127,4.25,4.75,3.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,4.25,4.75
