story_id,language,text
5,korean,"안나와 벤은 많은 동물들이 있는 큰 목장에서 사는 쌍둥이 형제자매였습니다. 그들은 말, 소, 닭, 개들과 노는 것을 좋아했습니다. 그들은 엄마 아빠와 함께 동물들에게 먹이 주기, 달걀 줍기, 소 우유 짜기와 같은 일을 돕는 것도 즐겼습니다. 어느 날, 엄마는 그들에게 말에게 줄 건초를 가져다오라고 말했습니다. 비가 올 것 같으니 빨리 가야 한다고 했습니다. 안나와 벤은 서둘러 건초를 구하러 마구간으로 갔습니다. 하지만 가는 길에 큰 물웅덩이를 보았습니다. 그들은 물웅덩이에 뛰어들어 서로에게 물을 튀기며 신나게 놀았습니다. 그들은 건초와 말들을 잊고 많은 재미를 느꼈습니다. ""안나! 벤! 어디있니?"" 엄마가 집 안에서 불렀습니다. 그녀는 하늘을 올려다보며 짙은 구름을 봤습니다. 쌍둥이와 말들을 걱정하며 엄마의 목소리는 화가 나 있고 무서웠습니다. 그녀는 코트를 입고 그들을 찾으러 나섰습니다. 엄마는 물웅덩이에서 젖고 진흙투성이가 된 안나와 벤을 찾았습니다. ""뭐하는 거야?""라고 화를 내며 무섭게 물었습니다. ""건초랑 말들을 잊고 있었구나! 배고프고 추워해! 정말 못됐다!"" 안나와 벤은 미안한 마음을 느꼈습니다. 자신들이 잘못을 했다는 걸 알았죠. 사과하며 마구간으로 달려갔습니다. 거기서 건초를 얻어 말들에게 가져다 주었습니다. 그리고 말들에게 당근과 사과도 줬어요. 말은 째깍째깍 울며 그들의 손을 핥아주었습니다. 안나와 벤은 미소를 지으며 말을 껴안았습니다. 그들은 엄마와 함께 집으로 돌아왔습니다. 엄마는 더 이상 화가 나지 않았지만, 목욕을 하고 옷을 갈아입어야 한다고 했습니다. 그리고 다음에 더 조심하고 책임감을 가져야 한다고도 했습니다. 안나와 벤은 동의하며 엄마와 목장을 사랑한다고 말했습니다. 그들은 교훈을 얻었고 다시는 건초와 말들을 잊지 않았습니다."
6,korean,"옛날 옛적에 조용한 작은 마을이 있었습니다. 그 마을에 릴리라는 소녀가 살고 있었습니다. 그녀는 기쁨을 나누고 친구들을 돕는 것을 좋아했습니다. 어느 날, 릴리는 땅에 떨어진 여권(passport)을 발견했습니다. 그녀는 그것이 중요하다는 것을 알고 소유자를 찾아주고 싶었습니다. 릴리는 친구들에게 누가 여권을 잃어버렸는지 아는지 물었습니다. 그녀는 여권 속에 있는 사진을 그들에게 보여주었습니다. 친구들은 알지 못했지만, 도와주고 싶어 했습니다. 함께 그들은 마을 사람들을 찾아다니며 문을 두드리고 여권을 찾아보았습니다. 마침내 그들은 그 여권을 잃어버린 노파를 찾았습니다. 그녀는 여권을 되찾고 매우 기뻐했습니다. 릴리와 그녀의 친구들은 도와줘서 기분이 좋았습니다. 노파는 그들에게 감사의 표시로 쿠키를 주었습니다. 이 이야기의 교훈은 항상 다른 사람들을 돕고 친절을 전파하는 것입니다."
7,korean,"사라는 새 집으로 이사가게 되어 행복했습니다. 그녀는 새로운 친구들을 만들고 그들과 함께 놀고 싶었습니다. 그녀는 엄마 아빠가 상자에서 물건을 꺼내는 것을 도왔습니다. 그녀는 분홍색 유니콘이 그려진 가장 좋아하는 쿠션을 찾았습니다. 그녀는 그것을 껴안고 미소 지었습니다. 그녀는 쿠션을 들고 밖로 나갔습니다. 다른 아이들을 만나기 위해서죠. 공을 가지고 노는 아이들을 보았습니다. 그들은 인기가 많고 재미있어 보였습니다. 그녀는 그들과 함께 하고 싶어했습니다. 그녀에게 다가가 인사를 하고, 자기 쿠션을 보여주며 좋아하냐고 물었습니다. 다른 아이들은 그녀에게 웃었습니다. 그들은 그녀의 쿠션이 어리석고 아기 같다는 말을 하며, 그런 쿠션을 가질 나이가 너무 많다고 했습니다. 그들은 그녀가 인기가 없고 같이 놀 수 없다고 했습니다. 그들은 그녀의 쿠션을 빼앗아 진흙 속에 던져버리고 달아났습니다. 그녀 혼자 남겨두고요. 사라는 슬프고 화가 났습니다. 그녀는 쿠션을 주워 다시 청소하려고 했지만 너무 더럽고 축축해서 깨끗이 할 수 없었습니다. 그녀는 울면서 집으로 돌아가려고 했습니다. 그녀는 더 이상 새 집에 살고 싶지 않았습니다. 그녀는 다른 아이들을 좋아하지 않았고, 예전 친구들이 그리웠습니다. 그녀는 쿠션을 꺼내지 않았더라면 좋겠다고 생각했습니다."
8,korean,"어느 날, 팀이라는 소년이 나무에 화살을 발견했어요. 그는 그게 무엇인지 몰랐죠. 엄마에게 설명해 달라고 부탁했어요. 엄마는 말씀하셨죠, ""화살은 우리에게 어디로 가야 하는지 알려줘요."" 팀은 화살이 가리키는 곳이 어디인지 알고 싶어 했어요. 팀과 엄마는 화살을 따라 걸었어요. 그들은 매우 조심스럽게 행동했어요. 다른 나무에도 화살이 있는지 살폈죠. 곧, 또 다른 화살을 발견했어요. 그건 큰 언덕을 가리키고 있었답니다. 그들은 언덕을 올라가고, 크고 화난 개를 만났어요. 팀의 엄마는 말씀하셨어요, ""조심해야 해요. 그 개가 기분이 좋지 않거든요."" 팀과 엄마는 천천히 걸으면서 계속 조심했죠. 개는 그들을 보고 멀어져 가기 시작했어요. 그들은 화살을 따라가다가 크고 아름다운 공원을 발견했어요. 팀은 정말 행복했답니다! 그들은 공원에서 종일 놀며 길을 안내해준 화살에게 감사를 표했어요."
0,spanish,"Una ardilla corría en el árbol. Era una ardilla pequeña, pero corría muy rápido. 
¡La ardilla vio una nuez grande! ¡Era una nuez tremenda! La ardilla quería la nuez.
Un perro corría por el árbol. ¡El perro quería la nuez tambien! 
""¡No!"" dijo la ardilla. ""Esta es mi nuez.""
El perro corrió hacia la ardilla. ¡La ardilla era muy rápida! La ardilla corrió hacia arriba en el árbol. ¡El perro no podía subir al árbol! 
La ardilla comió la nuez. 
"
1,spanish,"Un día soleado, un niño pequeño vio pájaros. Los pájaros estaban limpios y brillantes. ""¡Vaya!"", dijo el niño. ""¡Pájaros bonitos!"" El niño quería tocar los pájaros, pero su mamá dijo que no. ""Los pájaros vuelan"", dijo la mamá. ""No puedes tocarlos"".

El niño estaba triste. Quería tocar los pájaros. Se escabulló y fue hacia los pájaros. ¡Quería tocarlos! Los pájaros estaban en un árbol alto. El niño subió el árbol. Quería tocar los pájaros.

El niño estaba en la cima del árbol. ¡Los pájaros estaban cerca! El niño estiró su mano. Quería tocar los pájaros. Los pájaros se asustaron. ¡Se fueron volando! El niño estaba triste. Los pájaros ya no estaban.

El niño bajó del árbol. Quería que los pájaros volvieran. Pero los pájaros no volvieron. El niño se sintió mal. ¡No podía tocar los pájaros! El niño lloró. Estaba muy triste. 

El niño se fue a casa. Se sintió triste. No podía tocar los pájaros. Se sintió mal. No podía ver los pájaros bonitos. El niño estaba triste. 
"
2,spanish,"Un oso grande y peludo estaba en su casa. Estaba haciendo una tarea. Tenía que hacer una pelota redonda. La pelota era para su amigo, el ratón. ""La pelota es para ti"", dijo el oso. ""Es redonda como una naranja.""

El ratón se alegró mucho. ""¡Gracias!"", dijo el ratón. ""Voy a jugar con ella."" El ratón corrió con la pelota redonda. Pero la pelota era muy grande. El ratón no podía correr con ella. ""¡Ay!"", dijo el ratón. ""La pelota es demasiado grande.""

El oso vio al ratón. ""La pelota es muy grande"", dijo el oso. ""Te ayudare"". El oso cerró sus ojos y sopló con fuerza. La pelota se hizo más pequeña. ""¡Ahora es perfecta!"", dijo el oso.

El ratón se alegró mucho. ""¡Gracias, oso!"", dijo el ratón. ""Ahora puedo jugar con la pelota."" El ratón corrió con la pelota redonda. Era del tamaño perfecto para jugar. El ratón estaba feliz. 
"
3,spanish,"Una niña pequeña llamada Lily estaba en la cama. Era de noche y estaba callada. Lily comía galletas. 

""¡Mmm! ¡Las galletas están ricas!"" dijo Lily. 

De repente, Lily vio algo brillante. Eran ángeles. Los ángeles estaban flotando en el cielo. 

""¿Hola?"" preguntó Lily. ""Ustedes son muy lindos."" 

Los ángeles sonrieron y volaron hacia Lily. Lily se sintió feliz. 
"
4,spanish,"Un niño y su papá fueron a la granja. Había muchas gallinas. El papá dijo: ""Vamos a ver una gallina famosa"". El niño dijo: ""¡Guau!"".

La gallina famosa era muy grande. Tenía plumas de colores. El niño dijo: ""¡Es bonita!"". El papá dijo: ""Sí, es la gallina más famosa de la granja"".

El niño quería tocar la gallina. Pero el papá dijo: ""No la toques, es especial"". El niño se sintió triste.

De repente, la gallina famosa hizo ¡Cluck! ¡Cluck! ¡Cluck! ¡Y puso un huevo! El huevo era grande y amarillo. 

El niño dijo: ""¡Es mágico!"". El papá dijo: ""Sí, la gallina famosa pone huevos mágicos"". El niño estaba muy feliz. 
"
5,spanish,"Un niño pequeño llamado Max estaba jugando con su camión rojo. ¡Le encantaba su camión! ¡Era rojo, grande y rápido! Max empujó el camión y el camión fue muy rápido. Max se rió. 

De repente, un cerdo llegó. El cerdo era gordo y tenía barro. El cerdo gruñó. ""Tú apestas"", dijo el cerdo a Max. Max se sintió triste. Él no apestaba. Él olía a flores. Max lloró.

El cerdo rió. ""Tú eres un cerdo"", dijo el cerdo. Max no era un cerdo. Max era un niño. Max lloró más fuerte. El cerdo se rió.

Entonces, Max tuvo una idea. ¡El cerdo olía a barro! Max le dijo al cerdo: ""Tú apestas"". El cerdo se puso rojo. ""Tú eres un cerdo"", gritó el cerdo. Max se rió. ""Tú eres un cerdo"", repitió Max. El cerdo se fue corriendo.

Max estaba feliz. ¡El cerdo se había ido! Pero, de repente, Max vio que el cerdo estaba allí de nuevo. ¡Tenía a su mamá! La mamá del cerdo era grande y estaba enojada. ¡Era la absoluta mamá cerdo más grande que Max había visto! La mamá cerdo gruñó y gritó. Max se asustó. ¡No era un buen día para Max! 
"
6,spanish,"Una niña pequeña fue al parque. Había muchas rocas allí. Ella vio un perro grande.  

""Hola"", dijo la niña. ""¿Puedes jugar?"" 

El perro dijo: ""Guau"".  Luego, la niña dijo: ""¡Bailamos!"". Ella comenzó a bailar. El perro tambien bailó.  

El perro era un buen bailarín. Ellos bailaron por un rato. Luego, la niña vio a su mamá. ""Mamá, mira"", dijo la niña. ""Estoy bailando con un perro"". 

Su mamá dijo: ""Eso es cierto. ¡Eres muy divertida!""  La niña estaba feliz. Ella y el perro bailaron un poco más.  
"
7,spanish,"Un perro pequeño llamado Spot tenía una cinta. La cinta era roja y brillante. ¡A Spot le encantaba su cinta! 

Un día, Spot vio un gato. El gato tenía una cinta tambien. Pero la cinta del gato era azul. Spot corrió hacia el gato. ""¡Tu cinta es azul!"", dijo Spot. ""¡Mi cinta es roja!""

El gato miró la cinta de Spot. ""Esa no es una cinta real"", dijo el gato. ""¡Es una cinta falsa!"" 

Spot se puso triste. ""¿Cómo puedo saber?"", preguntó Spot. ""¿Cómo puedo saber si la cinta es real o falsa?""

El gato sonrió. ""Las cintas reales no se caen"", dijo el gato. ""Y las cintas falsas sí."" El gato tocó la cinta de Spot con su pata. ¡Y la cinta de Spot se cayó! Spot comprendió. ¡Su cinta era falsa! 
"
8,spanish,"Una vez, había muchas mujeres. Eran felices. Tenían una casa grande y jugaban mucho. Un día, las mujeres salieron. Se fueron a un lugar nuevo.  

""Vamos a ser libres"", dijeron. ""Vamos a tener más cosas"". Pero el lugar nuevo era malo. Había mucho ruido. Las mujeres no tenían comida.

""¿Dónde están nuestras casas?"" preguntó una mujer. ""Estamos perdidas"".  Las otras mujeres no sabían que decir. No estaban felices.  

Las mujeres querían volver a su casa, pero no podían. Estaban perdidas. No tenían comida.  No eran libres.  Estaban tristes. 
"
0,turkish,"Bir gün annem ve babam büyük bir sürpriz düzenlemeye hazırlanıyorlardı. Bunun oğulları için bir sürpriz olduğunu ve öğrenmek için sabırla beklemesi gerektiğini söylediler.

Annem ve babam mağazaya gidip büyük, yeni bir yatak satın aldılar. Eve vardıklarında onu duvara dayadılar. Battaniye ve yastıklarla sardılar.

Küçük çocuk içeri girdi, yatağı gördü ve ""Bu ne?"" diye sordu.

Annem cevap verdi: ""Bu bir sürpriz. Onunla yatağını yapacağız.""

Küçük çocuk çok heyecanlıydı. Odasına koşup peluş hayvanlarını, kitaplarını ve oyuncaklarını aldı. Bunları yatağın çevresine dizerek rahat uyumasını sağladı.

Babam kıkırdadı, ""Sanırım hazır!""

Annem gülümsedi ve kabul etti: ""Evet. Şimdi dinlenme zamanı!""

Küçük çocuk yeni yatağına sokuldu ve özel sürpriziyle geçireceği eğlencenin hayalini kurarak derin bir uykuya daldı."
1,turkish,"Bir varmış bir yokmuş, eski bir evde Tom adında bir kedi ve Jerry adında bir fare yaşarmış. Arkadaş değillerdi. Tom her zaman Jerry'yi yakalamaya çalıştı. Jerry çok hızlıydı ve iyi saklanabiliyordu.

Bir gün Tom küçük bir ses duyduğunda yerde oturuyordu. Jerry'di. Jerry, ""Tom, arkadaş olabilir miyiz? Koşmaktan yoruldum"" dedi. Tom bir an bunu düşündü ve ""Tamam, arkadaş olabiliriz"" dedi.

O günden sonra birlikte oyun oynadılar ve yemek paylaştılar. Onlar çok mutluydu. Ve eski ev kahkaha ve neşeyle doluydu."
2,turkish,"Lila şanslı bir kızdı. Çok sevdiği büyük bir oyuncak fili vardı. Ona Bobo adını verdi ve her gün onunla oynadı. Ona sarıldı, onu besledi ve ona hikayeler anlattı.

Bir gün Lila'nın annesi markete gitmeleri gerektiğini söyledi. Lila, Bobo'yu yanına almak istedi ama annem hayır dedi. Bobo'nun çok büyük olduğunu ve kaybolabileceğini söyledi. Lila üzgün ve kızgındı. Bobo ile oynamayı bırakmak istemedi.

Bobo'yu sırt çantasında saklamaya çalıştı ama annesi onu gördü ve dışarı çıkardı. Bobo'yu gizlice arabaya sokmaya çalıştı ama annem onu   duydu ve onu geri koydu. Bobo'yla birlikte kaçmaya çalıştı ama annesi onu yakaladı ve elini tuttu. Lila ağladı ve çığlık attı. Mağazaya gitmek istemedi. Bobo'yla kalmak istiyordu.

Annem sabırlı ve nazikti. Lila'ya yakında döneceklerini ve Bobo'nun evinde güvende olacağını söyledi. Lila'nın Bobo'yu sevdiğini ancak bazen hoşlanmadıkları şeyler yapmak zorunda kaldıklarını anladığını söyledi. Lila'yı sevdiğini ve daha sonra Bobo ile oynayabileceklerini söyledi.

Lila sakinleşti ve annemi dinledi. Annesinin haklı olduğunu ve aptallık ettiğini fark etti. Annemden özür diledi ve ona sarıldı. Bobo'ya veda etti ve ona kendisini beklemesini söyledi. Annemle birlikte mağazaya gitti ve iyi davrandı. Hatta annemin meyve ve atıştırmalık toplamasına bile yardım etti.

Geri döndüklerinde Lila, Bobo'nun yanına koştu ve ona kocaman bir öpücük verdi. Ona mağazayla ilgili her şeyi ve gördüklerini anlattı. Annesine onu götürdüğü ve Bobo'yla oynamasına izin verdiği için teşekkür etti. Bir anneye ve onu seven bir oyuncak filine sahip olduğu için şanslı bir kız olduğunu söyledi. Annem gülümsedi ve ona sarıldı. Lila gibi bir kıza sahip olduğu için şanslı bir anne olduğunu söyledi. Bobo ile birlikte oynadılar ve çok eğlendiler."
3,turkish,"Jimmy çok heyecanlı hissediyordu. Arkadaşı Mark'la buluşmaya gitti ve parkta oynayacaklardı. Şapkasını taktı ve kapıdan çıktı.

Parka vardıklarında Jimmy yapılacak pek çok eğlenceli şey olduğunu gördü. Birkaç salıncak, bir kaydırak ve büyük, yüksek bir tepe gördü. Tepeye koştu ve etrafına baktı. Yukarıda her şey o kadar güzeldi ki.

Jimmy ve Mark yokuş aşağı bir yarış yapmaya karar verdiler. El ele tutuşup olabildiğince hızlı koşarken gülüyorlardı. Dibe vardıklarında Mark kazandığını söyledi. Ama Jimmy kendisinin de kazandığını düşünüyordu!

Sorunu çözmek için Mark bir dosya alacağını ve onu tepenin üstünü işaretlemek için kullanacağını söyledi. O zaman kimin zirveye ilk çıktığını bileceklerdi. Jimmy gülümsedi ve kabul etti.

Mark dosyayı getirdi ve hızla tepenin üstünü işaretlemeye başladı. Jimmy işareti görünce gülümsedi. Artık herkes yüksek tepedeki yarışı kimin kazandığını bilecekti!"
4,turkish,"Bir zamanlar Lily adında küçük bir kız varmış. Çiçekleri çok severdi ve onları her gün bahçesinden toplardı. Bir gün arkadaşı geldi ve güzel çiçekleri gördü. Kıskandı ve onları eve götürmek istedi.

Lily, ""Bir çiçeği ödünç alabilirsin ama onu geri vermelisin"" dedi. Arkadaşı mutluydu ve güzel pembe bir çiçek aldı. Ertesi gün geri getireceğine söz verdi.

Ertesi gün Lily'nin arkadaşı çiçeği iade etti ve ona yeni bir tane hediye etti. Lily mutluydu ve arkadaşına teşekkür etti. O günden sonra çiçekleri paylaşıp birlikte mutlu oldular."
5,turkish,"Bir varmış bir yokmuş, gökyüzünde zum yapmayı seven küçük bir kuş varmış. O kadar hızlıydı ki havadaki böcekleri yakalayabilirdi. Bir gün yerde yatan büyük, zengin bir kartal gördü. Küçük kuş, kartalın durumuna üzülmüş ve ona yardım edip edemeyeceğini sormuş.

Kartal, ""Ben aslında yaralanmadım, sadece senin gibi küçük kuşları yakalayabilmek için yaralı gibi davranıyorum"" dedi.

Küçük kuş korkmuştu ama aklına bir fikir geldi. Gökyüzüne doğru yükseldi ve sonra kartala doğru hızla geldi. Kartal onu yakalamaya çalıştı ama küçük kuş çok hızlıydı. Uçup gitti ve kartal, küçük kuşa yalan söylemeye çalıştığı için kendini aptal gibi hissederek orada öylece kaldı."
6,turkish,"Bir zamanlar çok zeki küçük bir çocuk varmış. Adı Jacob'du. Jacob oynamak için dışarı çıkmayı severdi ama ailesi onun her zaman evde kalmasını sağlardı.

Bir gün Jacob burnunda bir gıdıklanma hissetti. Durduramadı, sadece hapşırmak zorunda kaldı! Ailesi bile duydu! Annesi güldü ve ""Eminim açsındır!"" dedi. Öğle yemeğinde güzel bir bifteğe ne dersiniz?

Yakup çok heyecanlıydı. ""EVET!"" diye bağırdı. Bir biftek! Biftekleri seviyorum!

Annesi gülümsedi ve ""O halde gidip bir tane alalım!"" dedi.

Jacob ve annesi piyasadaki en büyük, en lezzetli bifteği almak için şehir merkezine gittiler. O kadar lezzetliydi ki Jacob yemeye devam etti!

Geri döndüklerinde Jacob ve annesi kanepeye kıvrılıp bifteklerinin tadını çıkardılar. Jacob çok mutlu ve doluydu! Harika bir gün geçirdi çünkü hapşırabiliyor, lezzetli bir biftek yiyebiliyor ve annesiyle vakit geçirebiliyordu."
7,turkish,"""Mia, ne yapıyorsun?"" diye sordu babam. Mia yatağının altından başını kaldırdı. Elinde gizli bir elbise vardı.

Mia heyecanla ""Elbisemle saklambaç oynuyorum"" diye yanıtladı.

Babam Mia'nın odasına meraklı gözlerle bakarken, ""Ama nerede saklanacak? Burada fazla yerimiz yok"" dedi.

Mia kıkırdadı ve şöyle dedi: ""Onu yastığımın altına koyacağım. Nerede olduğunu yalnızca ben biliyorum!""

Babam gülümsedi ve şöyle dedi: ""Bu elbisenin parasını ödemek için yardıma ihtiyacın olursa bana haber ver. Eminim sana biraz para bulabilirim.""

Mia babasına teşekkür etti ve ona sarıldı. Elbisesinin parasını ödemesine yardım etmeye istekli meraklı bir babası olduğu için çok mutluydu."
8,turkish,"Bir zamanlar Max adında bir köpek varmış. Max topuyla oynamayı seven iyi bir köpekti. Sahibine, Lily adındaki küçük kıza her zaman sadıktı. Bir gün Lily ve Max parkta yürüyüşe çıktılar. Yerde büyük bir anahtar gördüler. Lily onu aldı ve Max'e gösterdi. Max bunun komik olduğunu düşündü ve şaka yaptı. Lily güldü ve yürüyüşlerine devam ettiler.

Yürürken bir ağacın tepesinde bir sincap gördüler. Max bunun peşinden gitmek istiyordu ama Lily'ye sadık kalması ve onun yanında kalması gerektiğini biliyordu. Böylece yürüyüşlerine devam ettiler ve birlikte eğlendiler. Eve vardıklarında Lily, Max'e kocaman sarıldı ve onu ne kadar sevdiğini söyledi. Max kuyruğunu salladı ve yüzünü yaladı. Onlar en iyi arkadaşlardı ve birlikte her zaman iyi vakit geçiriyorlardı. Son."
0,vietnamese,"Ngày xửa ngày xưa, có hai người bạn tên là Sam và Phil. Sam rất mạnh mẽ, còn Phil thì rất dũng cảm. Một ngày nọ họ quyết định tham gia một cuộc phiêu lưu.
Sam và Phil đi ngang qua một cảng lớn, đen ngòm. Sam muốn khám phá nó nhưng Phil quá sợ hãi. '
""Đừng sợ,"" Sam nói. 'Chúng ta có thể cùng nhau chiến đấu bất cứ gì.'
Thế là Sam và Phil lắng nghe một cách cẩn thận rồi đi vào cảng. Trời tối om và kỳ quái, nhưng họ vẫn tiếp tục bước đi. Đột nhiên, họ nghe thấy tiếng gầm gừ rất lớn phát ra từ bóng đêm.
- Hãy nắm tay nhau và can đảm lên, - Sam nói.
Hai người nắm tay nhau bước tới. Đột nhiên, hai con mèo đen xuất hiện. Sam và Phil rất sợ hãi.
- Chúng ta chiến đấu đi!
Vì vậy, Sam và Phil cùng nhau chiến đấu với những con mèo. Chúng gầm gừ và cào móng vuốt của chúng, nhưng cuối cùng Sam và Phil đã giành chiến thắng!
Họ ăn mừng bằng cách trao cho nhau một cái ôm lớn, và Sam và Phil khám phá cảng cùng nhau."
1,vietnamese,"Tom là một cậu be thích phiêu lưu và thích chơi với đồ chơi của mình. Cậu có một chiếc xe đồ chơi lớn để ngồi trong đó và lái vòng quanh sân. Cậu cũng có một chiếc còi để tạo ra những tiếng động lớn. Cậu thích dùng nó để dọa chim chóc và mèo.
Một ngày nọ, anh thấy một cô gái mới trong ngôi nhà bên cạnh. Cô ta có mái tóc dài và mặc váy hồng. Cô ta đang chơi với búp bê cùng bộ trà. Tom muốn gặp cô ta để làm bạn. Anh lái xe đến hàng rào và dùng còi để chào hỏi.
""Bíp bíp! Xin chào, tôi là Tom. Tên cậu là gì?"" cậu ta het lên.
Cô gái ngước lên và nhìn thấy Tom. Cô không sợ cái tù, cô mỉm cười nói, ""Chào, tôi là Lily. Anh có muốn chơi với tôi không?""
Tom gật đầu và nói, ""Vâng, tôi có thể mang theo xe và còi được không?""
Lily nói, ""Chắc chắn là được. Nhưng cậu phải nhẹ nhàng với búp bê và bộ trà của tớ. Chúng rất quý giá đối với tớ.""
Tom đồng ý và lái xe ra cổng. Gã mở cửa xe rồi đi vào trong. Gã cùng Lily chơi với nhau một lúc lâu. Họ uống trà với con búp bê, lái xe vòng quanh sân. Hai người dùng còi để tạo ra những âm thanh vui nhộn và cười đùa. Họ trở thành bạn tốt và có rất nhiều trò vui. Tom mừng vì mình đã dám phiêu lưu và sử dụng chiếc tù và của mình để gặp Lily."
2,vietnamese,"Ngày xửa ngày xưa, có một cô be tên Amy. Amy có một cuốn nhật ký. Cô be viết vào đó mỗi ngày. Một ngày nọ, Amy cảm thấy phiền muộn. Cô be không biết phải làm gì.
Amy đến bên mẹ. ""Mẹ ơi, con đang gặp rắc rối,"" cô be nói. ""Con nên làm gì đây?"" Mẹ cô mỉm cười và nói, ""Khi mẹ gặp rắc rối, mẹ có thể cầu nguyện. Cầu nguyện sẽ giúp mẹ cảm thấy tốt hơn.""
Amy về phòng và cầu nguyện. Cô cảm thấy khá hơn sau khi cầu nguyện xong, rồi viết nhật ký về việc cầu nguyện. Từ ngày hôm đó trở đi, bất cứ khi nào Amy cảm thấy khó khăn, cô biết mình có thể cầu nguyện và viết nhật ký. Và cô sống hạnh phúc mãi mãi về sau này."
3,vietnamese,"Ngày xửa ngày xưa, có một con thuyền nhỏ rất đẹp. Con thuyền thích ngồi ở cảng cả ngày. Nó thích ngắm cá bơi và chim bay.
Một ngày nọ, con thuyền nhìn thấy một con tàu lớn, rất lớn đi vào cảng. Con tàu rất cao và rất dài. Con thuyền muốn làm bạn với con tàu. Vì vậy, con thuyền đã đến chỗ con tàu và nói, ""Xin chào, bạn có muốn ngồi cùng tôi trong bến cảng không?""
Con tàu lớn nhìn con thuyền nhỏ và mỉm cười. ""Vâng, tôi muốn ngồi cùng bạn,"" con tàu nói. Vì vậy, họ ngồi cùng nhau trong bến cảng, ngắm cá và chim chóc. Họ trở thành những người bạn rất tốt và có rất nhiều niềm vui. Và họ sống hạnh phúc mãi mãi về sau."
4,vietnamese,"Một ngày nọ, một con chim nhỏ đang ở trong tổ của nó. Nó có hai cánh để bay. Con chim tức giận vì không thể bay cao như những con chim khác. Nó muốn thêm nhiều cánh hơn nữa để bay cao hơn và nhanh hơn.
Chú chim nhỏ nhờ một chú chim to giúp đỡ. Chú chim lớn có ý tưởng. Nó tìm thấy hai chiếc lông vũ to và thêm chúng vào đôi cánh của chú chim nhỏ đó, chú chim nhỏ rất vui mừng và phấn khích khi được thử đôi cánh mới của mình.
Con chim nhỏ cố gắng bay với đôi cánh mới của nó. Nhưng một điều bất ngờ đã xảy ra! Thay vì bay cao hơn, con chim nhỏ bắt đầu quay vòng vòng trong không khí. Con chim to nhanh chóng giúp đỡ con chim nhỏ và cất cánh bổ sung vào. Con chim be học được rằng nó ổn khi khác biệt và nó không cần thêm cánh để trở nên đặc biệt nữa."
5,vietnamese,"Ngày xửa ngày xưa, trong một khu rừng lớn có một con chuột nhỏ. Con chuột nhỏ đó có cái đuôi dài. Nó thích chơi với cái đuôi của nó cả ngày.
Một ngày, con chuột nhỏ nhìn thấy một thứ gì đó chưa biết. Nó to và tròn. Nó sợ hãi nhưng cũng muốn chơi với nó. Vì vậy, nó đặt đuôi lên vật lạ này. Nhưng, ôi không! Đuôi của nó bị kẹt lại!
Con chuột nhỏ cố gắng thả đuôi ra. Nó keo và keo. Sau đó, một con gấu to lớn thân thiện đến giúp con chuột nhỏ. Với một cú giật nhẹ nhàng, con gấu thả cái đuôi của con chuột xuống đất. Con chuột nhỏ rất vui mừng và cảm ơn chú gấu. Họ trở thành những người bạn tốt nhất và chơi cùng nhau trong khu rừng lớn mỗi ngày"
6,vietnamese,"Một ngày nọ, một cô be tên Lily tìm thấy một củ khoai tây trong vườn nhà mình. Củ khoai không giống bất kỳ loại khoai tây nào khác. Nó rất hữu dụng. Lily nhặt nó lên và ôm lấy nó thật chặt.
""Chào khoai tây!"" Lily nói. 'Anh có muốn làm bạn với tôi không?' Khoai tây không nói gì, nhưng Lily biết nó rất vui khi được làm bạn của cô ấy.
Lily và củ khoai tây chơi suốt ngày. Chúng chơi với đồ chơi của Lily và vui vẻ. Cuối cùng, Lily ôm chặt củ khoai tây thêm một cái nữa.
""Tạm biệt, khoai tây,"" Lily nói. ""Cảm ơn vì đã là một người bạn hữu ích.""
Ngày hôm sau, Lily tìm thấy một củ khoai tây hữu ích khác trong vườn. Cô cũng ôm lấy nó và kết bạn mới. Lily yêu những người bạn có củ khoai tây hữu dụng của mình."
7,vietnamese,"Ngày xửa ngày xưa, có một cậu be tên Tim. Tim có một món đồ chơi mới. Món đồ chơi này có hai cánh tay. Một bên to và một bên nhỏ.
Một ngày nọ, Tim nhìn thấy một con bọ. Con bọ muốn đánh nhau. Tim dùng món đồ chơi của mình với cánh tay to và cánh tay nhỏ để chống lại con bọ đó. Con bọ rất khỏe nhưng món đồ chơi của Tim thì mạnh hơn.
Tim và đồ chơi của cậu đã thắng trận. Con bọ biến mất. Tim vui vẻ. Cậu chơi với món đồ chơi mới cả ngày. Và họ không bao giờ còn sợ lũ bọ nữa"
